Sort,TableName,VAR_NAME10,SHORT_DESC,LONG_DESC,WIDTH,PRECISION,Missing Values Possible (YES or blank),ACS Table/Field,SAS Var
442,ACSTRESTHH,ACSHSPI75,2014-2018 ACS Hispanic HHr/Inc $75K-99999,2014-2018 ACS Households w/Hispanic HHr/Income $75000-$99999,9,0,,B19001Ie13,acsincrace149
443,ACSTRESTHH,ACSHSPI100,2014-2018 ACS Hispanic HHr/Inc $100K-124999,2014-2018 ACS Households w/Hispanic HHr/Income $100000-$124999,9,0,,B19001Ie14,acsincrace150
444,ACSTRESTHH,ACSHSPI125,2014-2018 ACS Hispanic HHr/Inc $125K-149999,2014-2018 ACS Households w/Hispanic HHr/Income $125000-$149999,9,0,,B19001Ie15,acsincrace151
445,ACSTRESTHH,ACSHSPI150,2014-2018 ACS Hispanic HHr/Inc $150K-199999,2014-2018 ACS Households w/Hispanic HHr/Income $150000-$199999,9,0,,B19001Ie16,acsincrace152
446,ACSTRESTHH,ACSHSPI200,2014-2018 ACS Hispanic HHr/Inc $200000+,2014-2018 ACS Households w/Hispanic HHr/Income $200000+,9,0,,B19001Ie17,acsincrace153
447,ACSTRESTHH,ACSMEDHSPI,2014-2018 ACS Median HH Income/Hispanic HHr,2014-2018 ACS Median Household Income: Hispanic Householder,9,0,YES,B19013Ie1,acsmedincrace9
448,ACSTRESTHH,ACSAGGHSPI,2014-2018 ACS Aggr HH Income/Hispanic HHr,2014-2018 ACS Aggregate Household Income: Hispanic Householder,15,0,YES,B19025Ie1,acsaggincrace9
449,ACSTRESTHH,ACSEARN0,2014-2018 ACS Family Households: No Earners,2014-2018 ACS Family Households with No Earners,9,0,,B19122e2,acsearn1
450,ACSTRESTHH,ACSEARN1,2014-2018 ACS Family Households: 1 Earner,2014-2018 ACS Family Households with 1 Earner,9,0,,B19122e3,acsearn2
451,ACSTRESTHH,ACSEARN2,2014-2018 ACS Family Households: 2 Earners,2014-2018 ACS Family Households with 2 Earners,9,0,,B19122e4,acsearn3
452,ACSTRESTHH,ACSEARN3,2014-2018 ACS Family Households: 3+ Earners,2014-2018 ACS Family Households with 3+ Earners,9,0,,B19122e5,acsearn4
453,ACSTRMOEPOP,MOENATIVE,2014-2018 MOE Native Born Population,2014-2018 MOE Native Born Population,9,0,,B05002m2,moeborn1
454,ACSTRMOEPOP,MOEBORNRES,2014-2018 MOE Native/Born in State of Residence,2014-2018 MOE Native Population Born in State of Residence,9,0,,B05002m3,moeborn2
455,ACSTRMOEPOP,MOEBORNOST,2014-2018 MOE Native/Born in Other State,2014-2018 MOE Native Population Born in Other State,9,0,,B05002m4,moeborn3
456,ACSTRMOEPOP,MOEBORNNE,2014-2018 MOE Native/Born Oth State: Northeast,2014-2018 MOE Native Population Born in Other State: Northeast,9,0,,B05002m5,moeborn4
457,ACSTRMOEPOP,MOEBORNMW,2014-2018 MOE Native/Born Oth State: Midwest,2014-2018 MOE Native Population Born in Other State: Midwest,9,0,,B05002m6,moeborn5
458,ACSTRMOEPOP,MOEBORNS,2014-2018 MOE Native/Born Oth State: South,2014-2018 MOE Native Population Born in Other State: South,9,0,,B05002m7,moeborn6
459,ACSTRMOEPOP,MOEBORNW,2014-2018 MOE Native/Born Oth State: West,2014-2018 MOE Native Population Born in Other State: West,9,0,,B05002m8,moeborn7
460,ACSTRMOEPOP,MOEBORNOUT,2014-2018 MOE Native/Born Outside United States,2014-2018 MOE Native Population Born Outside of the United States,9,0,,B05002m9,moeborn8
461,ACSTRMOEPOP,MOEBORNPR,2014-2018 MOE Native/Born in Puerto Rico,2014-2018 MOE Native Population Born in Puerto Rico,9,0,,B05002m10,moeborn9
462,ACSTRMOEPOP,MOEBORNISL,2014-2018 MOE Native/Born US Island Area,2014-2018 MOE Native Population Born in US Island Areas,9,0,,B05002m11,moeborn10
463,ACSTRMOEPOP,MOEBORNABR,2014-2018 MOE Native/Born Abroad/Amer Parents,2014-2018 MOE Native Population Born Abroad to American Parent(s),9,0,,B05002m12,moeborn11
464,ACSTRMOEPOP,MOEFORBORN,2014-2018 MOE Foreign-born Population,2014-2018 MOE Foreign-born Population,9,0,,B05002m13,moeborn12
465,ACSTRMOEPOP,MOENATCTZN,2014-2018 MOE Foreign-born: Naturalized US Citizen,2014-2018 MOE Foreign-born Pop: Naturalized U.S. Citizen,9,0,,B05002m14,moeborn13
466,ACSTRMOEPOP,MOENOTCTZN,2014-2018 MOE Foreign-born: Not US Citizen,2014-2018 MOE Foreign-born Pop: Not a U.S. Citizen,9,0,,B05002m21,moeborn14
467,ACSTRMOEPOP,MOEASNAPOP,2014-2018 MOE Asian Alone Population,2014-2018 MOE Asian Alone Population,9,0,,B02015m1,moeasian1
468,ACSTRMOEPOP,MOEASNIND,2014-2018 MOE Asian Pop: Asian Indian,2014-2018 MOE Asian Population: Asian Indian,9,0,,B02015m2,moeasian2
469,ACSTRMOEPOP,MOEASNBANG,2014-2018 MOE Asian Pop: Bangladeshi,2014-2018 MOE Asian Population: Bangladeshi,9,0,,B02015m3,moeasian3
470,ACSTRMOEPOP,MOEASNBHUT,2014-2018 MOE Asian Pop: Bhutanese,2014-2018 MOE Asian Population: Bhutanese,9,0,,B02015m4,moeasian4
471,ACSTRMOEPOP,MOEASNBURM,2014-2018 MOE Asian Pop: Burmese,2014-2018 MOE Asian Population: Burmese,9,0,,B02015m5,moeasian5
472,ACSTRMOEPOP,MOEASNCAMB,2014-2018 MOE Asian Pop: Cambodian,2014-2018 MOE Asian Population: Cambodian,9,0,,B02015m6,moeasian6
473,ACSTRMOEPOP,MOEASNCHIN,2014-2018 MOE Asian Pop: Chinese,2014-2018 MOE Asian Population: Chinese except Taiwanese,9,0,,B02015m7,moeasian7
474,ACSTRMOEPOP,MOEASNFILI,2014-2018 MOE Asian Pop: Filipino,2014-2018 MOE Asian Population: Filipino,9,0,,B02015m8,moeasian8
475,ACSTRMOEPOP,MOEASNHMON,2014-2018 MOE Asian Pop: Hmong,2014-2018 MOE Asian Population: Hmong,9,0,,B02015m9,moeasian9
476,ACSTRMOEPOP,MOEASNINDO,2014-2018 MOE Asian Pop: Indonesian,2014-2018 MOE Asian Population: Indonesian,9,0,,B02015m10,moeasian10
477,ACSTRMOEPOP,MOEASNJAP,2014-2018 MOE Asian Pop: Japanese,2014-2018 MOE Asian Population: Japanese,9,0,,B02015m11,moeasian11
478,ACSTRMOEPOP,MOEASNKOR,2014-2018 MOE Asian Pop: Korean,2014-2018 MOE Asian Population: Korean,9,0,,B02015m12,moeasian12
479,ACSTRMOEPOP,MOEASNLAOT,2014-2018 MOE Asian Pop: Laotian,2014-2018 MOE Asian Population: Laotian,9,0,,B02015m13,moeasian13
480,ACSTRMOEPOP,MOEASNMALA,2014-2018 MOE Asian Pop: Malaysian,2014-2018 MOE Asian Population: Malaysian,9,0,,B02015m14,moeasian14
481,ACSTRMOEPOP,MOEASNMONG,2014-2018 MOE Asian Pop: Mongolian,2014-2018 MOE Asian Population: Mongolian,9,0,,B02015m15,moeasian15
482,ACSTRMOEPOP,MOEASNNEPA,2014-2018 MOE Asian Pop: Nepalese,2014-2018 MOE Asian Population: Nepalese,9,0,,B02015m16,moeasian16
483,ACSTRMOEPOP,MOEASNOKIN,2014-2018 MOE Asian Pop: Okinawan,2014-2018 MOE Asian Population: Okinawan,9,0,,B02015m17,moeasian17
484,ACSTRMOEPOP,MOEASNPAKI,2014-2018 MOE Asian Pop: Pakistani,2014-2018 MOE Asian Population: Pakistani,9,0,,B02015m18,moeasian18
485,ACSTRMOEPOP,MOEASNSRIL,2014-2018 MOE Asian Pop: Sri Lankan,2014-2018 MOE Asian Population: Sri Lankan,9,0,,B02015m19,moeasian19
486,ACSTRMOEPOP,MOEASNTAIW,2014-2018 MOE Asian Pop: Taiwanese,2014-2018 MOE Asian Population: Taiwanese,9,0,,B02015m20,moeasian20
487,ACSTRMOEPOP,MOEASNTHAI,2014-2018 MOE Asian Pop: Thai,2014-2018 MOE Asian Population: Thai,9,0,,B02015m21,moeasian21
488,ACSTRMOEPOP,MOEASNVIET,2014-2018 MOE Asian Pop: Vietnamese,2014-2018 MOE Asian Population: Vietnamese,9,0,,B02015m22,moeasian22
489,ACSTRMOEPOP,MOEASNOTH,2014-2018 MOE Asian Pop: Other Asian Specified,2014-2018 MOE Asian Population: Other Asian Specified,9,0,,B02015m23,moeasian23
490,ACSTRMOEPOP,MOEASNUNSP,2014-2018 MOE Asian Pop: Other Asian Not Specified,2014-2018 MOE Asian Population: Other Asian Not Specified,9,0,,B02015m24,moeasian24
491,ACSTRMOEPOP,MOEASN2UP,2014-2018 MOE Asian Pop: Two or More Asian,2014-2018 MOE Asian Population: Two or More Asian,9,0,,B02015m25,moeasian25
492,ACSTRMOEPOP,MOEHISPPOP,2014-2018 MOE Hispanic or Latino Population,2014-2018 MOE Hispanic or Latino Population,9,0,,B03001m3,moehisporigin1
493,ACSTRMOEPOP,MOEHMEXICN,2014-2018 MOE Hispanic Pop: Mexican,2014-2018 MOE Hispanic Population: Mexican,9,0,,B03001m4,moehisporigin2
494,ACSTRMOEPOP,MOEHPUERTO,2014-2018 MOE Hispanic Pop: Puerto Rican,2014-2018 MOE Hispanic Population: Puerto Rican,9,0,,B03001m5,moehisporigin3
495,ACSTRMOEPOP,MOEHCUBAN,2014-2018 MOE Hispanic Pop: Cuban,2014-2018 MOE Hispanic Population: Cuban,9,0,,B03001m6,moehisporigin4
496,ACSTRMOEPOP,MOEHDOMINC,2014-2018 MOE Hispanic Pop: Dominican,2014-2018 MOE Hispanic Population: Dominican,9,0,,B03001m7,moehisporigin5
497,ACSTRMOEPOP,MOEHCOSTA,2014-2018 MOE Hispanic Pop: Costa Rican,2014-2018 MOE Hispanic Population: Costa Rican,9,0,,B03001m9,moehisporigin6
498,ACSTRMOEPOP,MOEHGUATEM,2014-2018 MOE Hispanic Pop: Guatemalan,2014-2018 MOE Hispanic Population: Guatemalan,9,0,,B03001m10,moehisporigin7
499,ACSTRMOEPOP,MOEHHONDUR,2014-2018 MOE Hispanic Pop: Honduran,2014-2018 MOE Hispanic Population: Honduran,9,0,,B03001m11,moehisporigin8
500,ACSTRMOEPOP,MOEHNICARG,2014-2018 MOE Hispanic Pop: Nicaraguan,2014-2018 MOE Hispanic Population: Nicaraguan,9,0,,B03001m12,moehisporigin9
501,ACSTRMOEPOP,MOEHPANAM,2014-2018 MOE Hispanic Pop: Panamanian,2014-2018 MOE Hispanic Population: Panamanian,9,0,,B03001m13,moehisporigin10
502,ACSTRMOEPOP,MOEHSALVAD,2014-2018 MOE Hispanic Pop: Salvadoran,2014-2018 MOE Hispanic Population: Salvadoran,9,0,,B03001m14,moehisporigin11
503,ACSTRMOEPOP,MOEHOTHCA,2014-2018 MOE Hispanic Pop: Other Central American,2014-2018 MOE Hispanic Population: Other Central American,9,0,,B03001m15,moehisporigin12
504,ACSTRMOEPOP,MOEHARGENT,2014-2018 MOE Hispanic Pop: Argentinean,2014-2018 MOE Hispanic Population: Argentinean,9,0,,B03001m17,moehisporigin13
505,ACSTRMOEPOP,MOEHBOLIVN,2014-2018 MOE Hispanic Pop: Bolivian,2014-2018 MOE Hispanic Population: Bolivian,9,0,,B03001m18,moehisporigin14
506,ACSTRMOEPOP,MOEHCHILE,2014-2018 MOE Hispanic Pop: Chilean,2014-2018 MOE Hispanic Population: Chilean,9,0,,B03001m19,moehisporigin15
507,ACSTRMOEPOP,MOEHCOLOMB,2014-2018 MOE Hispanic Pop: Colombian,2014-2018 MOE Hispanic Population: Colombian,9,0,,B03001m20,moehisporigin16
508,ACSTRMOEPOP,MOEHECUADR,2014-2018 MOE Hispanic Pop: Ecuadorian,2014-2018 MOE Hispanic Population: Ecuadorian,9,0,,B03001m21,moehisporigin17
509,ACSTRMOEPOP,MOEHPARAGY,2014-2018 MOE Hispanic Pop: Paraguayan,2014-2018 MOE Hispanic Population: Paraguayan,9,0,,B03001m22,moehisporigin18
510,ACSTRMOEPOP,MOEHPERUVN,2014-2018 MOE Hispanic Pop: Peruvian,2014-2018 MOE Hispanic Population: Peruvian,9,0,,B03001m23,moehisporigin19
511,ACSTRMOEPOP,MOEHURUGYN,2014-2018 MOE Hispanic Pop: Uruguayan,2014-2018 MOE Hispanic Population: Uruguayan,9,0,,B03001m24,moehisporigin20
512,ACSTRMOEPOP,MOEHVENEZL,2014-2018 MOE Hispanic Pop: Venezuelan,2014-2018 MOE Hispanic Population: Venezuelan,9,0,,B03001m25,moehisporigin21
513,ACSTRMOEPOP,MOEHOTHSA,2014-2018 MOE Hispanic Pop: Other South American,2014-2018 MOE Hispanic Population: Other South American,9,0,,B03001m26,moehisporigin22
514,ACSTRMOEPOP,MOEHSPANRD,2014-2018 MOE Hispanic Pop: Spaniard,2014-2018 MOE Hispanic Population: Spaniard,9,0,,B03001m28,moehisporigin23
515,ACSTRMOEPOP,MOEHSPANSH,2014-2018 MOE Hispanic Pop: Spanish,2014-2018 MOE Hispanic Population: Spanish,9,0,,B03001m29,moehisporigin24
516,ACSTRMOEPOP,MOEHSPAMER,2014-2018 MOE Hispanic Pop: Spanish American,2014-2018 MOE Hispanic Population: Spanish American,9,0,,B03001m30,moehisporigin25
517,ACSTRMOEPOP,MOEHISPOTH,2014-2018 MOE Hispanic Pop: Oth Hispanic/Latino,2014-2018 MOE Hispanic Population: Other Hispanic/Latino,9,0,,B03001m31,moehisporigin26
518,ACSTRMOEPOP,MOEAPOP,2014-2018 MOE Pop Stating Single Ancestry,2014-2018 MOE Persons Reporting Single Ancestry,9,0,,B04004m1,moeancestry1
519,ACSTRMOEPOP,MOEAAFGHAN,2014-2018 MOE Ancestry: Afghan,2014-2018 MOE Ancestry: Afghan,9,0,,B04004m2,moeancestry2
520,ACSTRMOEPOP,MOEAALBAN,2014-2018 MOE Ancestry: Albanian,2014-2018 MOE Ancestry: Albanian,9,0,,B04004m3,moeancestry3
521,ACSTRMOEPOP,MOEAALSATN,2014-2018 MOE Ancestry: Alsatian,2014-2018 MOE Ancestry: Alsatian,9,0,,B04004m4,moeancestry4
522,ACSTRMOEPOP,MOEAAMER,2014-2018 MOE Ancestry: American,2014-2018 MOE Ancestry: American,9,0,,B04004m5,moeancestry5
523,ACSTRMOEPOP,MOEAEGYPTN,2014-2018 MOE Ancestry: Arab-Egyptian,2014-2018 MOE Ancestry: Arab - Egyptian,9,0,,B04004m7,moeancestry6
524,ACSTRMOEPOP,MOEAIRAQI,2014-2018 MOE Ancestry: Arab-Iraqi,2014-2018 MOE Ancestry: Arab - Iraqi,9,0,,B04004m8,moeancestry7
525,ACSTRMOEPOP,MOEAJORDAN,2014-2018 MOE Ancestry: Arab-Jordanian,2014-2018 MOE Ancestry: Arab - Jordanian,9,0,,B04004m9,moeancestry8
526,ACSTRMOEPOP,MOEALEBAN,2014-2018 MOE Ancestry: Arab-Lebanese,2014-2018 MOE Ancestry: Arab - Lebanese,9,0,,B04004m10,moeancestry9
527,ACSTRMOEPOP,MOEAMOROCC,2014-2018 MOE Ancestry: Arab-Moroccan,2014-2018 MOE Ancestry: Arab - Moroccan,9,0,,B04004m11,moeancestry10
528,ACSTRMOEPOP,MOEAPALEST,2014-2018 MOE Ancestry: Arab-Palestinian,2014-2018 MOE Ancestry: Arab - Palestinian,9,0,,B04004m12,moeancestry11
529,ACSTRMOEPOP,MOEASYRIAN,2014-2018 MOE Ancestry: Arab-Syrian,2014-2018 MOE Ancestry: Arab - Syrian,9,0,,B04004m13,moeancestry12
530,ACSTRMOEPOP,MOEAARAB,2014-2018 MOE Ancestry: Arab-Arab,2014-2018 MOE Ancestry: Arab - Arab,9,0,,B04004m14,moeancestry13
531,ACSTRMOEPOP,MOEAOARAB,2014-2018 MOE Ancestry: Arab-Other,2014-2018 MOE Ancestry: Arab - Other,9,0,,B04004m15,moeancestry14
532,ACSTRMOEPOP,MOEAARMEN,2014-2018 MOE Ancestry: Armenian,2014-2018 MOE Ancestry: Armenian,9,0,,B04004m16,moeancestry15
533,ACSTRMOEPOP,MOEAASSYRN,2014-2018 MOE Ancestry: Assyrian/Chald/Syriac,2014-2018 MOE Ancestry: Assyrian/Chaldean/Syriac,9,0,,B04004m17,moeancestry16
534,ACSTRMOEPOP,MOEAAUSTRL,2014-2018 MOE Ancestry: Australian,2014-2018 MOE Ancestry: Australian,9,0,,B04004m18,moeancestry17
535,ACSTRMOEPOP,MOEAAUSTRN,2014-2018 MOE Ancestry: Austrian,2014-2018 MOE Ancestry: Austrian,9,0,,B04004m19,moeancestry18
536,ACSTRMOEPOP,MOEABASQUE,2014-2018 MOE Ancestry: Basque,2014-2018 MOE Ancestry: Basque,9,0,,B04004m20,moeancestry19
537,ACSTRMOEPOP,MOEABELGN,2014-2018 MOE Ancestry: Belgian,2014-2018 MOE Ancestry: Belgian,9,0,,B04004m21,moeancestry20
538,ACSTRMOEPOP,MOEABRAZLN,2014-2018 MOE Ancestry: Brazilian,2014-2018 MOE Ancestry: Brazilian,9,0,,B04004m22,moeancestry21
539,ACSTRMOEPOP,MOEABRIT,2014-2018 MOE Ancestry: British,2014-2018 MOE Ancestry: British,9,0,,B04004m23,moeancestry22
540,ACSTRMOEPOP,MOEABULGAR,2014-2018 MOE Ancestry: Bulgarian,2014-2018 MOE Ancestry: Bulgarian,9,0,,B04004m24,moeancestry23
541,ACSTRMOEPOP,MOEACAJUN,2014-2018 MOE Ancestry: Cajun,2014-2018 MOE Ancestry: Cajun,9,0,,B04004m25,moeancestry24
542,ACSTRMOEPOP,MOEACANADN,2014-2018 MOE Ancestry: Canadian,2014-2018 MOE Ancestry: Canadian,9,0,,B04004m26,moeancestry25
543,ACSTRMOEPOP,MOEACRUSYN,2014-2018 MOE Ancestry: Carpatho Rusyn,2014-2018 MOE Ancestry: Carpatho Rusyn,9,0,,B04004m27,moeancestry26
544,ACSTRMOEPOP,MOEACELTIC,2014-2018 MOE Ancestry: Celtic,2014-2018 MOE Ancestry: Celtic,9,0,,B04004m28,moeancestry27
545,ACSTRMOEPOP,MOEACROATN,2014-2018 MOE Ancestry: Croatian,2014-2018 MOE Ancestry: Croatian,9,0,,B04004m29,moeancestry28
546,ACSTRMOEPOP,MOEACYPRIO,2014-2018 MOE Ancestry: Cypriot,2014-2018 MOE Ancestry: Cypriot,9,0,,B04004m30,moeancestry29
547,ACSTRMOEPOP,MOEACZECH,2014-2018 MOE Ancestry: Czech,2014-2018 MOE Ancestry: Czech,9,0,,B04004m31,moeancestry30
548,ACSTRMOEPOP,MOEACZECHO,2014-2018 MOE Ancestry: Czechoslovakian,2014-2018 MOE Ancestry: Czechoslovakian,9,0,,B04004m32,moeancestry31
549,ACSTRMOEPOP,MOEADANISH,2014-2018 MOE Ancestry: Danish,2014-2018 MOE Ancestry: Danish,9,0,,B04004m33,moeancestry32
550,ACSTRMOEPOP,MOEADUTCH,2014-2018 MOE Ancestry: Dutch,2014-2018 MOE Ancestry: Dutch,9,0,,B04004m34,moeancestry33
551,ACSTRMOEPOP,MOEAEEUROP,2014-2018 MOE Ancestry: Eastern European,2014-2018 MOE Ancestry: Eastern European,9,0,,B04004m35,moeancestry34
552,ACSTRMOEPOP,MOEAENGLSH,2014-2018 MOE Ancestry: English,2014-2018 MOE Ancestry: English,9,0,,B04004m36,moeancestry35
553,ACSTRMOEPOP,MOEAESTON,2014-2018 MOE Ancestry: Estonian,2014-2018 MOE Ancestry: Estonian,9,0,,B04004m37,moeancestry36
554,ACSTRMOEPOP,MOEAEUROPN,2014-2018 MOE Ancestry: European,2014-2018 MOE Ancestry: European,9,0,,B04004m38,moeancestry37
555,ACSTRMOEPOP,MOEAFINNSH,2014-2018 MOE Ancestry: Finnish,2014-2018 MOE Ancestry: Finnish,9,0,,B04004m39,moeancestry38
556,ACSTRMOEPOP,MOEAFRENCH,2014-2018 MOE Ancestry: French (excl Basque),2014-2018 MOE Ancestry: French (except Basque),9,0,,B04004m40,moeancestry39
557,ACSTRMOEPOP,MOEAFRNCAN,2014-2018 MOE Ancestry: French Canadian,2014-2018 MOE Ancestry: French Canadian,9,0,,B04004m41,moeancestry40
558,ACSTRMOEPOP,MOEAGERMAN,2014-2018 MOE Ancestry: German,2014-2018 MOE Ancestry: German,9,0,,B04004m42,moeancestry41
559,ACSTRMOEPOP,MOEAGERRUS,2014-2018 MOE Ancestry: German Russian,2014-2018 MOE Ancestry: German Russian,9,0,,B04004m43,moeancestry42
560,ACSTRMOEPOP,MOEAGREEK,2014-2018 MOE Ancestry: Greek,2014-2018 MOE Ancestry: Greek,9,0,,B04004m44,moeancestry43
561,ACSTRMOEPOP,MOEAGUYAN,2014-2018 MOE Ancestry: Guyanese,2014-2018 MOE Ancestry: Guyanese,9,0,,B04004m45,moeancestry44
562,ACSTRMOEPOP,MOEAHUNGAR,2014-2018 MOE Ancestry: Hungarian,2014-2018 MOE Ancestry: Hungarian,9,0,,B04004m46,moeancestry45
563,ACSTRMOEPOP,MOEAICELAN,2014-2018 MOE Ancestry: Icelander,2014-2018 MOE Ancestry: Icelander,9,0,,B04004m47,moeancestry46
564,ACSTRMOEPOP,MOEAIRAN,2014-2018 MOE Ancestry: Iranian,2014-2018 MOE Ancestry: Iranian,9,0,,B04004m48,moeancestry47
565,ACSTRMOEPOP,MOEAIRISH,2014-2018 MOE Ancestry: Irish,2014-2018 MOE Ancestry: Irish,9,0,,B04004m49,moeancestry48
566,ACSTRMOEPOP,MOEAISRAEL,2014-2018 MOE Ancestry: Israeli,2014-2018 MOE Ancestry: Israeli,9,0,,B04004m50,moeancestry49
567,ACSTRMOEPOP,MOEAITALN,2014-2018 MOE Ancestry: Italian,2014-2018 MOE Ancestry: Italian,9,0,,B04004m51,moeancestry50
568,ACSTRMOEPOP,MOEALATVIA,2014-2018 MOE Ancestry: Latvian,2014-2018 MOE Ancestry: Latvian,9,0,,B04004m52,moeancestry51
569,ACSTRMOEPOP,MOEALITHUA,2014-2018 MOE Ancestry: Lithuanian,2014-2018 MOE Ancestry: Lithuanian,9,0,,B04004m53,moeancestry52
570,ACSTRMOEPOP,MOEALUXEMB,2014-2018 MOE Ancestry: Luxemburger,2014-2018 MOE Ancestry: Luxemburger,9,0,,B04004m54,moeancestry53
571,ACSTRMOEPOP,MOEAMACEDO,2014-2018 MOE Ancestry: Macedonian,2014-2018 MOE Ancestry: Macedonian,9,0,,B04004m55,moeancestry54
572,ACSTRMOEPOP,MOEAMALT,2014-2018 MOE Ancestry: Maltese,2014-2018 MOE Ancestry: Maltese,9,0,,B04004m56,moeancestry55
573,ACSTRMOEPOP,MOEANWZEAL,2014-2018 MOE Ancestry: New Zealander,2014-2018 MOE Ancestry: New Zealander,9,0,,B04004m57,moeancestry56
574,ACSTRMOEPOP,MOEANEUROP,2014-2018 MOE Ancestry: Northern European,2014-2018 MOE Ancestry: Northern European,9,0,,B04004m58,moeancestry57
575,ACSTRMOEPOP,MOEANORWEG,2014-2018 MOE Ancestry: Norwegian,2014-2018 MOE Ancestry: Norwegian,9,0,,B04004m59,moeancestry58
576,ACSTRMOEPOP,MOEAPAGERM,2014-2018 MOE Ancestry: Pennsylvania German,2014-2018 MOE Ancestry: Pennsylvania German,9,0,,B04004m60,moeancestry59
577,ACSTRMOEPOP,MOEAPOLISH,2014-2018 MOE Ancestry: Polish,2014-2018 MOE Ancestry: Polish,9,0,,B04004m61,moeancestry60
578,ACSTRMOEPOP,MOEAPORTUG,2014-2018 MOE Ancestry: Portuguese,2014-2018 MOE Ancestry: Portuguese,9,0,,B04004m62,moeancestry61
579,ACSTRMOEPOP,MOEARMNIAN,2014-2018 MOE Ancestry: Romanian,2014-2018 MOE Ancestry: Romanian,9,0,,B04004m63,moeancestry62
580,ACSTRMOEPOP,MOEARUSSN,2014-2018 MOE Ancestry: Russian,2014-2018 MOE Ancestry: Russian,9,0,,B04004m64,moeancestry63
581,ACSTRMOEPOP,MOEASCANDV,2014-2018 MOE Ancestry: Scandinavian,2014-2018 MOE Ancestry: Scandinavian,9,0,,B04004m65,moeancestry64
582,ACSTRMOEPOP,MOEASIRISH,2014-2018 MOE Ancestry: Scotch-Irish,2014-2018 MOE Ancestry: Scotch-Irish,9,0,,B04004m66,moeancestry65
583,ACSTRMOEPOP,MOEASCOTT,2014-2018 MOE Ancestry: Scottish,2014-2018 MOE Ancestry: Scottish,9,0,,B04004m67,moeancestry66
584,ACSTRMOEPOP,MOEASERB,2014-2018 MOE Ancestry: Serbian,2014-2018 MOE Ancestry: Serbian,9,0,,B04004m68,moeancestry67
585,ACSTRMOEPOP,MOEASLAVIC,2014-2018 MOE Ancestry: Slavic,2014-2018 MOE Ancestry: Slavic,9,0,,B04004m69,moeancestry68
586,ACSTRMOEPOP,MOEASLOVAK,2014-2018 MOE Ancestry: Slovak,2014-2018 MOE Ancestry: Slovak,9,0,,B04004m70,moeancestry69
587,ACSTRMOEPOP,MOEASLOVEN,2014-2018 MOE Ancestry: Slovene,2014-2018 MOE Ancestry: Slovene,9,0,,B04004m71,moeancestry70
588,ACSTRMOEPOP,MOEASOVIET,2014-2018 MOE Ancestry: Soviet Union,2014-2018 MOE Ancestry: Soviet Union,9,0,,B04004m72,moeancestry71
589,ACSTRMOEPOP,MOEACAPEVR,2014-2018 MOE Ancestry: Subsahrn African-Cape Verdean,2014-2018 MOE Ancestry: Sub-Saharan African-Cape Verdean,9,0,,B04004m74,moeancestry72
590,ACSTRMOEPOP,MOEAETHIOP,2014-2018 MOE Ancestry: Subsahrn African-Ethiopian,2014-2018 MOE Ancestry: Sub-Saharan African-Ethiopian,9,0,,B04004m75,moeancestry73
591,ACSTRMOEPOP,MOEAGHANAN,2014-2018 MOE Ancestry: Subsahrn African-Ghanaian,2014-2018 MOE Ancestry: Sub-Saharan African-Ghanaian,9,0,,B04004m76,moeancestry74
592,ACSTRMOEPOP,MOEAKENYAN,2014-2018 MOE Ancestry: Subsahrn African-Kenyan,2014-2018 MOE Ancestry: Sub-Saharan African-Kenyan,9,0,,B04004m77,moeancestry75
593,ACSTRMOEPOP,MOEALIBER,2014-2018 MOE Ancestry: Subsahrn African-Liberian,2014-2018 MOE Ancestry: Sub-Saharan African-Liberian,9,0,,B04004m78,moeancestry76
594,ACSTRMOEPOP,MOEANIGER,2014-2018 MOE Ancestry: Subsahrn African-Nigerian,2014-2018 MOE Ancestry: Sub-Saharan African-Nigerian,9,0,,B04004m79,moeancestry77
595,ACSTRMOEPOP,MOEASENEGL,2014-2018 MOE Ancestry: Subsahrn African-Senegalese,2014-2018 MOE Ancestry: Sub-Saharan African-Senegalese,9,0,,B04004m80,moeancestry78
596,ACSTRMOEPOP,MOEASLEONE,2014-2018 MOE Ancestry: Subsahrn African-S.Leonean,2014-2018 MOE Ancestry: Sub-Saharan African-Sierra Leonean,9,0,,B04004m81,moeancestry79
597,ACSTRMOEPOP,MOEASOMALI,2014-2018 MOE Ancestry: Subsahrn African-Somali,2014-2018 MOE Ancestry: Sub-Saharan African-Somali,9,0,,B04004m82,moeancestry80
598,ACSTRMOEPOP,MOEASAFRIC,2014-2018 MOE Ancestry: Subsahrn African-South African,2014-2018 MOE Ancestry: Sub-Saharan African-South African,9,0,,B04004m83,moeancestry81
599,ACSTRMOEPOP,MOEASUDAN,2014-2018 MOE Ancestry: Subsahrn African-Sudanese,2014-2018 MOE Ancestry: Sub-Saharan African-Sudanese,9,0,,B04004m84,moeancestry82
600,ACSTRMOEPOP,MOEAUGANDN,2014-2018 MOE Ancestry: Subsahrn African-Ugandan,2014-2018 MOE Ancestry: Sub-Saharan African-Ugandan,9,0,,B04004m85,moeancestry83
601,ACSTRMOEPOP,MOEAZIMBAB,2014-2018 MOE Ancestry: Subsahrn African-Zimbabwean,2014-2018 MOE Ancestry: Sub-Saharan African-Zimbabwean,9,0,,B04004m86,moeancestry84
